Customer ID,frequency_cal,recency_cal,monetary_value_cal,T_cal,p_alive,churn,churn_label,cluster,segment,clv,predicted_purchases
12346.0,2.0,322.0,38662.955,425.0,0.9667392125728973,0,Activo,3,Potential,44405.88816415906,1.153563388957026
12347.0,3.0,158.0,607.81,182.0,0.9849873162826179,0,Activo,2,Premium,2705.648496060421,3.2148475430224575
12348.0,3.0,190.0,495.74666666666667,216.0,0.9852691209066614,0,Activo,3,Potential,2025.478323149379,2.8267810319565654
12349.0,2.0,182.0,801.31,367.0,0.9248087766293187,0,Activo,0,Occasional,1261.761244352201,1.2514166706885872
12350.0,0.0,0.0,0.0,88.0,1.0,0,Activo,1,Lost,0.0,
12351.0,0.0,0.0,0.0,153.0,1.0,0,Activo,1,Lost,0.0,0.6354409146726616
12352.0,5.0,130.0,352.37199999999996,170.0,0.9839768452962346,0,Activo,2,Premium,2872.3648476536837,5.235000441207577
12353.0,0.0,0.0,0.0,186.0,1.0,0,Activo,1,Lost,0.0,0.5530212113591647
12354.0,0.0,0.0,0.0,10.0,1.0,0,Activo,1,Lost,0.0,
12355.0,0.0,0.0,0.0,345.0,1.0,0,Activo,3,Potential,0.0,0.3408589449171287
12356.0,4.0,179.0,1350.7350000000001,202.0,0.9889688005105065,0,Activo,2,Premium,6651.66897723057,3.8084107288360327
12357.0,0.0,0.0,0.0,166.0,1.0,0,Activo,2,Premium,0.0,0.6001817648476646
12358.0,2.0,356.0,644.59,509.0,0.959826809162058,0,Activo,2,Premium,834.8646536546775,0.9779747777587114
12359.0,7.0,429.0,598.4399999999999,512.0,0.9875017243112287,0,Activo,2,Premium,2523.5175240477724,2.8998705673536924
12360.0,4.0,276.0,368.2075,433.0,0.9589343962912172,0,Activo,2,Premium,1131.8668479275323,1.980560642723383
12361.0,3.0,395.0,134.01666666666668,460.0,0.9833076671964883,0,Activo,3,Potential,471.9812643843061,1.5109129192806825
12362.0,2.0,513.0,487.17,516.0,0.9816960472858064,0,Activo,2,Premium,689.5588647429297,0.9882266238021404
12363.0,0.0,0.0,0.0,20.0,1.0,0,Activo,1,Lost,0.0,
12365.0,0.0,0.0,0.0,69.0,1.0,0,Activo,1,Lost,0.0,
12366.0,0.0,0.0,0.0,411.0,1.0,0,Activo,1,Lost,0.0,0.2941451551428059
12368.0,0.0,0.0,0.0,406.0,1.0,0,Activo,1,Lost,0.0,0.2972296320264626
12369.0,2.0,228.0,721.415,419.0,0.9347849802950139,0,Activo,3,Potential,1049.5361018472252,1.1292375182718175
12370.0,4.0,394.0,753.5799999999999,446.0,0.9880764217349854,0,Activo,2,Premium,2055.242359109153,1.988879754759869
12371.0,1.0,236.0,1571.74,423.0,0.8562994490996951,0,Activo,3,Potential,937.9964734388051,0.6364168660506921
12372.0,0.0,0.0,0.0,74.0,1.0,0,Activo,3,Potential,0.0,
12373.0,2.0,362.0,344.875,451.0,0.9705042462192998,0,Activo,3,Potential,612.263345428552,1.0998028597964058
12374.0,1.0,167.0,857.75,366.0,0.8261935115957424,0,Activo,0,Occasional,659.6045222815754,0.6949818921516864
12376.0,1.0,28.0,70.6,195.0,0.7048734764744822,0,Activo,1,Lost,363.6675146386111,0.9813885787446798
12377.0,3.0,274.0,738.4533333333334,367.0,0.975196742712729,0,Activo,3,Potential,1800.4965695071492,1.82061227813551
12378.0,0.0,0.0,0.0,340.0,1.0,0,Activo,3,Potential,0.0,0.3450124434516879
12379.0,1.0,112.0,400.5,312.0,0.7909951432012942,0,Activo,3,Potential,466.1803688438391,0.7603596965346219
12380.0,3.0,197.0,1311.3966666666665,440.0,0.8961919311884573,0,Activo,2,Premium,2334.696102100672,1.4315237356050332
12383.0,3.0,114.0,383.4633333333333,130.0,0.9858529611994606,0,Activo,3,Potential,2406.636226734559,4.076102592713485
12385.0,0.0,0.0,0.0,157.0,1.0,0,Activo,3,Potential,0.0,0.624155179106801
12386.0,1.0,29.0,143.0,144.0,0.7773404118723668,0,Activo,1,Lost,569.7831952718935,1.3456778416942372
12387.0,0.0,0.0,0.0,193.0,1.0,0,Activo,1,Lost,0.0,0.5382299860038092
12388.0,4.0,307.0,356.27000000000004,360.0,0.9865603849666383,0,Activo,2,Premium,1329.7243179385882,2.387279874793717
12389.0,2.0,253.0,634.24,433.0,0.9429325550487885,0,Activo,3,Potential,933.4777850724395,1.107112330470748
12391.0,3.0,198.0,524.2633333333333,440.0,0.8974857541737713,0,Activo,2,Premium,1074.3302821038624,1.4335904115576859
12392.0,0.0,0.0,0.0,369.0,1.0,0,Activo,1,Lost,0.0,0.3222429699785042
12393.0,4.0,183.0,393.5375,206.0,0.9890401498596315,0,Activo,3,Potential,2255.4204608465575,3.7524679994653716
12395.0,6.0,341.0,302.505,380.0,0.9916463286419606,0,Activo,2,Premium,1584.9914145350058,3.2808330240052683
12396.0,0.0,0.0,0.0,452.0,1.0,0,Activo,1,Lost,0.0,0.27108423765266887
12399.0,3.0,383.0,311.9066666666667,422.0,0.9859917985040692,0,Activo,3,Potential,835.3993602729311,1.6331057262096889
12400.0,0.0,0.0,0.0,192.0,1.0,0,Activo,1,Lost,0.0,0.5402940658461679
12401.0,0.0,0.0,0.0,81.0,1.0,0,Activo,1,Lost,0.0,
12402.0,5.0,347.0,213.04000000000002,448.0,0.9808873703240727,0,Activo,3,Potential,897.3365266363988,2.39101467273891
12403.0,0.0,0.0,0.0,299.0,1.0,0,Activo,0,Occasional,0.0,0.3833340734824795
12404.0,0.0,0.0,0.0,460.0,1.0,0,Activo,1,Lost,0.0,0.26700099128901456
12406.0,2.0,298.0,1046.93,475.0,0.9498742624329566,0,Activo,2,Premium,1287.8766367733344,1.0286640420806548
12407.0,1.0,29.0,269.65999999999997,42.0,0.9141342589577675,0,Activo,3,Potential,1593.6348267211094,3.0919006786564336
12408.0,3.0,238.0,698.57,276.0,0.9841132557660986,0,Activo,2,Premium,2196.2230808895697,2.3269853042701207
12409.0,3.0,145.0,1848.0466666666669,343.0,0.8931143193310638,0,Activo,2,Premium,3938.326372103908,1.7653387357026866
12410.0,1.0,194.0,693.3299999999999,280.0,0.8917218823788492,0,Activo,3,Potential,775.2508635985896,0.9364325533938166
12411.0,0.0,0.0,0.0,187.0,1.0,0,Activo,1,Lost,0.0,0.5508582588125106
12412.0,2.0,137.0,349.585,317.0,0.9088628294063903,0,Activo,3,Potential,780.0701284050018,1.3905250871996748
12413.0,2.0,166.0,281.95,180.0,0.978939620370426,0,Activo,3,Potential,1151.850600582904,2.3338913938037127
12414.0,2.0,236.0,198.28,241.0,0.9811473248056025,0,Activo,3,Potential,770.0295160174134,1.8733118467085388
12415.0,11.0,275.0,5037.2581818181825,305.0,0.9937010325156852,0,Activo,2,Premium,48672.73471971086,6.933665881181891
12416.0,0.0,0.0,0.0,434.0,1.0,0,Activo,1,Lost,0.0,0.2807459564754311
12417.0,14.0,508.0,307.1635714285714,511.0,0.9980339315496447,0,Activo,2,Premium,2684.533037506502,5.627217341008706
12418.0,2.0,217.0,504.34000000000003,408.0,0.9322513118772733,0,Activo,3,Potential,823.297424633866,1.15232105554545
12419.0,1.0,28.0,180.1,191.0,0.7101826227796904,0,Activo,1,Lost,452.73814694097456,1.0041881303746316
12421.0,2.0,186.0,185.605,283.0,0.9579764388546841,0,Activo,0,Occasional,641.262187044055,1.6086242019568946
12422.0,11.0,397.0,417.4309090909091,499.0,0.9763235075440103,0,Activo,2,Premium,2826.2457725772033,4.469553574832056
12423.0,5.0,219.0,299.446,243.0,0.9911614510596863,0,Activo,2,Premium,1942.6897987323055,4.023104522952093
12424.0,1.0,126.0,1132.53,326.0,0.801732156903265,0,Activo,3,Potential,855.0863959823479,0.7431712524801263
12425.0,0.0,0.0,0.0,226.0,1.0,0,Activo,3,Potential,0.0,0.47801527246293957
12426.0,0.0,0.0,0.0,440.0,1.0,0,Activo,3,Potential,0.0,0.2774495247226741
12427.0,0.0,0.0,0.0,149.0,1.0,0,Activo,0,Occasional,0.0,0.647145662957872
12428.0,3.0,41.0,447.10666666666674,61.0,0.9805097397737313,0,Activo,2,Premium,4150.894395243278,6.2811865320252425
12429.0,3.0,319.0,922.0433333333334,324.0,0.9891423024172056,0,Activo,2,Premium,2448.7885964408074,2.0505389474660567
12431.0,14.0,408.0,359.6985714285714,471.0,0.9886598544091001,0,Activo,2,Premium,3301.19867084273,5.990225744534309
12433.0,4.0,110.0,1763.2475,254.0,0.891409739531059,0,Activo,2,Premium,6439.478273741913,2.8732606888495478
12434.0,1.0,121.0,286.25,159.0,0.9067073514873853,0,Activo,3,Potential,774.1253974793777,1.4647371838411098
12435.0,4.0,470.0,2266.7575,515.0,0.9894525172351586,0,Activo,2,Premium,4997.166879701918,1.7549214815584626
12437.0,23.0,512.0,369.28173913043474,515.0,0.9987701222684958,0,Activo,2,Premium,5085.821206349212,9.031472325834583
12439.0,1.0,43.0,76.52000000000001,503.0,0.45798188485097013,1,Churned,3,Potential,109.90738798387369,0.29257224511160546
12440.0,1.0,255.0,290.69,495.0,0.8401377486146885,0,Activo,1,Lost,290.1505143299903,0.5443491957843732
12441.0,0.0,0.0,0.0,144.0,1.0,0,Activo,1,Lost,0.0,0.6624024182118854
12443.0,0.0,0.0,0.0,510.0,1.0,0,Activo,1,Lost,0.0,0.24403416925746046
12445.0,0.0,0.0,0.0,198.0,1.0,0,Activo,0,Occasional,0.0,0.5281432181341252
12447.0,0.0,0.0,0.0,21.0,1.0,0,Activo,1,Lost,0.0,
12449.0,1.0,28.0,90.0,216.0,0.6774605436118863,1,Churned,2,Premium,335.9622476166871,0.8729217930364304
12450.0,2.0,75.0,170.95,252.0,0.8599274717828511,0,Activo,3,Potential,608.7173790026878,1.5849704724403864
12451.0,2.0,205.0,2201.2999999999997,307.0,0.9586603053207571,0,Activo,2,Premium,3604.27490159506,1.506075836390756
12454.0,3.0,26.0,2805.9733333333334,199.0,0.6512315609612194,1,Churned,2,Premium,6562.497412828313,1.9886767428314032
12455.0,5.0,426.0,695.112,499.0,0.9878188901955487,0,Activo,2,Premium,2143.4085904464955,2.190333606028742
12456.0,0.0,0.0,0.0,32.0,1.0,0,Activo,3,Potential,0.0,
12457.0,3.0,202.0,355.75,213.0,0.9880046579918978,0,Activo,3,Potential,1604.3343775944788,2.8652043217725938
12458.0,2.0,203.0,445.70000000000005,265.0,0.9689998552600921,0,Activo,3,Potential,1125.309221031369,1.715748969840253
12459.0,0.0,0.0,0.0,383.0,1.0,0,Activo,1,Lost,0.0,0.31229689167125935
12460.0,0.0,0.0,0.0,234.0,1.0,0,Activo,1,Lost,0.0,0.46540396811663004
12462.0,0.0,0.0,0.0,81.0,1.0,0,Activo,0,Occasional,0.0,
12463.0,0.0,0.0,0.0,19.0,1.0,0,Activo,3,Potential,0.0,
12464.0,1.0,25.0,149.95,87.0,0.8463379892056728,0,Activo,0,Occasional,862.2552059906332,2.0138283354573905
12466.0,0.0,0.0,0.0,460.0,1.0,0,Activo,1,Lost,0.0,0.26700099128901456
12467.0,0.0,0.0,0.0,201.0,1.0,0,Activo,1,Lost,0.0,0.5222717606124823
12468.0,3.0,366.0,906.8533333333334,460.0,0.9789117425638753,0,Activo,3,Potential,1771.8327475510973,1.5041583097711932
12469.0,1.0,14.0,1113.7,314.0,0.49332260781395265,1,Churned,3,Potential,536.1940283414581,0.47172147124680347
12470.0,0.0,0.0,0.0,467.0,1.0,0,Activo,1,Lost,0.0,0.26352802839310074
12471.0,34.0,483.0,777.4776470588234,510.0,0.9961311273115234,0,Activo,2,Premium,15485.120280458137,13.31438736142941
12472.0,14.0,458.0,817.1135714285714,503.0,0.9938995324499122,0,Activo,2,Premium,6798.563160598132,5.682808443977234
12474.0,16.0,410.0,427.563125,444.0,0.9949880685905514,0,Activo,2,Premium,4668.570847591123,7.215771801800091
12475.0,0.0,0.0,0.0,187.0,1.0,0,Activo,0,Occasional,0.0,0.5508582588125106
12476.0,11.0,267.0,742.6954545454545,279.0,0.9964433824062002,0,Activo,2,Premium,8087.241612935267,7.478357007140762
12477.0,4.0,384.0,2403.0924999999997,401.0,0.9913734419555421,0,Activo,2,Premium,6585.278463921931,2.188033696865886
12480.0,4.0,240.0,829.6475,285.0,0.9862736148261283,0,Activo,2,Premium,3255.8713198876667,2.8975968677098645
12481.0,8.0,351.0,732.8575,385.0,0.9934758567226892,0,Activo,2,Premium,4458.609928832894,4.230175290122063
12482.0,5.0,77.0,3450.728,431.0,0.12609802326791947,1,Churned,2,Premium,1406.9196806034486,0.3179041675558855
12483.0,11.0,451.0,289.1872727272727,455.0,0.9974294887784918,0,Activo,2,Premium,2252.362654061021,4.952394553004213
12484.0,6.0,345.0,400.3,459.0,0.9770679790352008,0,Activo,2,Premium,1672.8371477971566,2.745507191416067
12485.0,0.0,0.0,0.0,307.0,1.0,0,Activo,1,Lost,0.0,0.37519936987289915
12486.0,0.0,0.0,0.0,209.0,1.0,0,Activo,1,Lost,0.0,0.5072382202518118
12487.0,0.0,0.0,0.0,508.0,1.0,0,Activo,1,Lost,0.0,0.2448765241662053
12489.0,0.0,0.0,0.0,114.0,1.0,0,Activo,1,Lost,0.0,
12490.0,11.0,409.0,424.1809090909091,516.0,0.9752094734000016,0,Activo,2,Premium,2781.0738485430766,4.333875810284834
12492.0,0.0,0.0,0.0,181.0,1.0,0,Activo,0,Occasional,0.0,0.564097711097267
12494.0,4.0,281.0,134.2125,354.0,0.9824338151032014,0,Activo,2,Premium,701.6158371655988,2.4113090246322724
12495.0,0.0,0.0,0.0,418.0,1.0,0,Activo,1,Lost,0.0,0.28993324150975625
12496.0,0.0,0.0,0.0,398.0,1.0,0,Activo,1,Lost,0.0,0.3023021230289969
12497.0,1.0,244.0,3993.6400000000003,422.0,0.8619549017494371,0,Activo,3,Potential,2088.1522878261076,0.6419315151180885
12499.0,0.0,0.0,0.0,338.0,1.0,0,Activo,1,Lost,0.0,0.34670244228967845
12500.0,10.0,407.0,250.61599999999999,451.0,0.9932865230852808,0,Activo,2,Premium,1832.321124513751,4.542901957335814
12501.0,0.0,0.0,0.0,114.0,1.0,0,Activo,3,Potential,0.0,
12502.0,1.0,41.0,702.8,87.0,0.8787555357981297,0,Activo,3,Potential,1741.8858874703035,2.0909646270176583
12503.0,0.0,0.0,0.0,362.0,1.0,0,Activo,1,Lost,0.0,0.3274583666566735
12504.0,1.0,179.0,162.60000000000002,374.0,0.8336983208262201,0,Activo,0,Occasional,302.025059354929,0.6885544745914777
12505.0,0.0,0.0,0.0,186.0,1.0,0,Activo,1,Lost,0.0,0.5530212113591647
12506.0,0.0,0.0,0.0,10.0,1.0,0,Activo,1,Lost,0.0,
12507.0,1.0,286.0,446.16,362.0,0.9054191261623955,0,Activo,3,Potential,497.2436477404278,0.7687375840747563
12509.0,0.0,0.0,0.0,62.0,1.0,0,Activo,1,Lost,0.0,
12510.0,6.0,410.0,740.1033333333334,513.0,0.9833761186533136,0,Activo,3,Potential,2624.084400703625,2.5052376221789134
12511.0,0.0,0.0,0.0,206.0,1.0,0,Activo,3,Potential,0.0,0.5127726154254989
12514.0,1.0,374.0,1017.68,419.0,0.9184517201728105,0,Activo,3,Potential,734.2427424223621,0.6882336055988331
12515.0,0.0,0.0,0.0,131.0,1.0,0,Activo,1,Lost,0.0,
12516.0,1.0,169.0,647.1,377.0,0.8222315510523741,0,Activo,3,Potential,535.8526605713213,0.6744891679386562
12519.0,0.0,0.0,0.0,254.0,1.0,0,Activo,0,Occasional,0.0,0.4366208825054449
12520.0,1.0,14.0,246.54,51.0,0.8740791791871912,0,Activo,3,Potential,1359.3033238179278,2.726284287767565
12523.0,15.0,480.0,199.214,510.0,0.9960792911506161,0,Activo,2,Premium,1943.7351342644681,6.010348497926965
12524.0,10.0,388.0,741.966,447.0,0.9904424787089894,0,Activo,2,Premium,4917.747626259404,4.565270882555878
12525.0,2.0,149.0,203.64999999999998,425.0,0.8572882410143386,0,Activo,3,Potential,426.3876437370712,1.0229608106880606
12527.0,3.0,235.0,123.30666666666669,307.0,0.9774901972997081,0,Activo,3,Potential,636.0218912658377,2.1188894829258746
12528.0,1.0,36.0,278.13,90.0,0.866134585871746,0,Activo,0,Occasional,1055.1210439700735,2.0210481532233238
12529.0,0.0,0.0,0.0,306.0,1.0,0,Activo,1,Lost,0.0,0.3761971910459862
12530.0,6.0,409.0,424.16333333333336,420.0,0.994705773117616,0,Activo,2,Premium,1932.4858785967663,3.019682396916475
12531.0,0.0,0.0,0.0,464.0,1.0,0,Activo,0,Occasional,0.0,0.265005283761762
12533.0,1.0,111.0,437.97,516.0,0.6475821696040738,1,Churned,3,Potential,259.38435711394345,0.4044645962162677
12537.0,0.0,0.0,0.0,186.0,1.0,0,Activo,1,Lost,0.0,0.5530212113591647
12538.0,0.0,0.0,0.0,156.0,1.0,0,Activo,0,Occasional,0.0,0.6269385724083925
12539.0,4.0,454.0,1253.7575,494.0,0.9897642082650511,0,Activo,2,Premium,2974.430864317915,1.8213584278699169
12540.0,17.0,472.0,699.9752941176471,510.0,0.9950272428512773,0,Activo,2,Premium,7017.991404035155,6.771963591769939
12541.0,0.0,0.0,0.0,58.0,1.0,0,Activo,0,Occasional,0.0,
12542.0,1.0,156.0,117.09,418.0,0.7842465265073022,0,Activo,1,Lost,238.68058433995085,0.5888811150093948
12543.0,0.0,0.0,0.0,226.0,1.0,0,Activo,1,Lost,0.0,0.47801527246293957
12545.0,0.0,0.0,0.0,37.0,1.0,0,Activo,0,Occasional,0.0,
12547.0,1.0,220.0,159.4,278.0,0.9068943223782275,0,Activo,1,Lost,417.6523167054468,0.9579015855314584
12549.0,4.0,122.0,254.315,475.0,0.4902371255358819,1,Churned,3,Potential,406.28528032984354,0.9338426825626186
12551.0,0.0,0.0,0.0,135.0,1.0,0,Activo,1,Lost,0.0,
12553.0,5.0,164.0,352.05,201.0,0.9869837778124485,0,Activo,2,Premium,2544.0831806369424,4.6387494597511845
12554.0,0.0,0.0,0.0,226.0,1.0,0,Activo,1,Lost,0.0,0.47801527246293957
12555.0,0.0,0.0,0.0,460.0,1.0,0,Activo,1,Lost,0.0,0.26700099128901456
12557.0,5.0,466.0,1801.432,500.0,0.9920707619976042,0,Activo,2,Premium,5188.664827228554,2.195871126810984
12559.0,1.0,9.0,75.60000000000001,97.0,0.7807918753291146,0,Activo,1,Lost,651.5675669554321,1.7432107601213829
12561.0,0.0,0.0,0.0,80.0,1.0,0,Activo,1,Lost,0.0,
12562.0,1.0,50.0,759.1800000000001,213.0,0.7531884123132985,0,Activo,2,Premium,859.0152569271379,0.9809415248455221
12563.0,0.0,0.0,0.0,186.0,1.0,0,Activo,1,Lost,0.0,0.5530212113591647
12564.0,0.0,0.0,0.0,39.0,1.0,0,Activo,1,Lost,0.0,
12565.0,0.0,0.0,0.0,66.0,1.0,0,Activo,1,Lost,0.0,
12567.0,7.0,358.0,717.5757142857144,444.0,0.984332042326749,0,Activo,2,Premium,3364.7659261896206,3.276495955745478
12568.0,0.0,0.0,0.0,422.0,1.0,0,Activo,1,Lost,0.0,0.2875803239805662
12569.0,1.0,13.0,447.71999999999997,30.0,0.9047012883126401,0,Activo,2,Premium,2226.256304953593,3.4485638113375296
12570.0,0.0,0.0,0.0,460.0,1.0,0,Activo,1,Lost,0.0,0.26700099128901456
12573.0,4.0,238.0,141.34750000000003,243.0,0.9921630383913909,0,Activo,3,Potential,991.3860744492229,3.3121873290896118
12574.0,0.0,0.0,0.0,93.0,1.0,0,Activo,1,Lost,0.0,
12575.0,1.0,69.0,281.02,304.0,0.7115977759023175,0,Activo,1,Lost,367.13676402797194,0.698820466870968
12576.0,3.0,222.0,239.66333333333333,304.0,0.9743744830581496,0,Activo,2,Premium,916.4123824472351,2.129290166106894
12577.0,3.0,377.0,325.28,514.0,0.9726702506642414,0,Activo,3,Potential,713.852292723587,1.3553395730213202
12578.0,2.0,113.0,1222.3700000000001,221.0,0.9388527618350563,0,Activo,0,Occasional,2730.184043488754,1.9177447206494704
12580.0,1.0,330.0,415.7,354.0,0.9230891469358947,0,Activo,3,Potential,498.70822572553993,0.798656890181557
12582.0,3.0,339.0,381.09666666666664,355.0,0.9880755981648499,0,Activo,3,Potential,1117.20243107752,1.8973000537030795
