Customer ID,frequency_cal,recency_cal,monetary_value_cal,clv,cluster,cluster_label
12346.0,2.0,322.0,38662.955,44405.88816415906,3,Cluster 3: Potential
12347.0,3.0,158.0,607.81,2705.648496060421,2,Cluster 2: Premium
12348.0,3.0,190.0,495.74666666666667,2025.478323149379,3,Cluster 3: Potential
12349.0,2.0,182.0,801.31,1261.761244352201,0,Cluster 0: Occasional
12350.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12351.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12352.0,5.0,130.0,352.37199999999996,2872.3648476536837,2,Cluster 2: Premium
12353.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12354.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12355.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12356.0,4.0,179.0,1350.7350000000001,6651.66897723057,2,Cluster 2: Premium
12357.0,0.0,0.0,0.0,0.0,2,Cluster 2: Premium
12358.0,2.0,356.0,644.59,834.8646536546775,2,Cluster 2: Premium
12359.0,7.0,429.0,598.4399999999999,2523.5175240477724,2,Cluster 2: Premium
12360.0,4.0,276.0,368.2075,1131.8668479275323,2,Cluster 2: Premium
12361.0,3.0,395.0,134.01666666666668,471.9812643843061,3,Cluster 3: Potential
12362.0,2.0,513.0,487.17,689.5588647429297,2,Cluster 2: Premium
12363.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12365.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12366.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12368.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12369.0,2.0,228.0,721.415,1049.5361018472252,3,Cluster 3: Potential
12370.0,4.0,394.0,753.5799999999999,2055.242359109153,2,Cluster 2: Premium
12371.0,1.0,236.0,1571.74,937.9964734388051,3,Cluster 3: Potential
12372.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12373.0,2.0,362.0,344.875,612.263345428552,3,Cluster 3: Potential
12374.0,1.0,167.0,857.75,659.6045222815754,0,Cluster 0: Occasional
12376.0,1.0,28.0,70.6,363.6675146386111,1,Cluster 1: Lost
12377.0,3.0,274.0,738.4533333333334,1800.4965695071492,3,Cluster 3: Potential
12378.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12379.0,1.0,112.0,400.5,466.1803688438391,3,Cluster 3: Potential
12380.0,3.0,197.0,1311.3966666666665,2334.696102100672,2,Cluster 2: Premium
12383.0,3.0,114.0,383.4633333333333,2406.636226734559,3,Cluster 3: Potential
12385.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12386.0,1.0,29.0,143.0,569.7831952718935,1,Cluster 1: Lost
12387.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12388.0,4.0,307.0,356.27000000000004,1329.7243179385882,2,Cluster 2: Premium
12389.0,2.0,253.0,634.24,933.4777850724395,3,Cluster 3: Potential
12391.0,3.0,198.0,524.2633333333333,1074.3302821038624,2,Cluster 2: Premium
12392.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12393.0,4.0,183.0,393.5375,2255.4204608465575,3,Cluster 3: Potential
12395.0,6.0,341.0,302.505,1584.9914145350058,2,Cluster 2: Premium
12396.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12399.0,3.0,383.0,311.9066666666667,835.3993602729311,3,Cluster 3: Potential
12400.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12401.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12402.0,5.0,347.0,213.04000000000002,897.3365266363988,3,Cluster 3: Potential
12403.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12404.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12406.0,2.0,298.0,1046.93,1287.8766367733344,2,Cluster 2: Premium
12407.0,1.0,29.0,269.65999999999997,1593.6348267211094,3,Cluster 3: Potential
12408.0,3.0,238.0,698.57,2196.2230808895697,2,Cluster 2: Premium
12409.0,3.0,145.0,1848.0466666666669,3938.326372103908,2,Cluster 2: Premium
12410.0,1.0,194.0,693.3299999999999,775.2508635985896,3,Cluster 3: Potential
12411.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12412.0,2.0,137.0,349.585,780.0701284050018,3,Cluster 3: Potential
12413.0,2.0,166.0,281.95,1151.850600582904,3,Cluster 3: Potential
12414.0,2.0,236.0,198.28,770.0295160174134,3,Cluster 3: Potential
12415.0,11.0,275.0,5037.2581818181825,48672.73471971086,2,Cluster 2: Premium
12416.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12417.0,14.0,508.0,307.1635714285714,2684.533037506502,2,Cluster 2: Premium
12418.0,2.0,217.0,504.34000000000003,823.297424633866,3,Cluster 3: Potential
12419.0,1.0,28.0,180.1,452.73814694097456,1,Cluster 1: Lost
12421.0,2.0,186.0,185.605,641.262187044055,0,Cluster 0: Occasional
12422.0,11.0,397.0,417.4309090909091,2826.2457725772033,2,Cluster 2: Premium
12423.0,5.0,219.0,299.446,1942.6897987323055,2,Cluster 2: Premium
12424.0,1.0,126.0,1132.53,855.0863959823479,3,Cluster 3: Potential
12425.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12426.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12427.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12428.0,3.0,41.0,447.10666666666674,4150.894395243278,2,Cluster 2: Premium
12429.0,3.0,319.0,922.0433333333334,2448.7885964408074,2,Cluster 2: Premium
12431.0,14.0,408.0,359.6985714285714,3301.19867084273,2,Cluster 2: Premium
12433.0,4.0,110.0,1763.2475,6439.478273741913,2,Cluster 2: Premium
12434.0,1.0,121.0,286.25,774.1253974793777,3,Cluster 3: Potential
12435.0,4.0,470.0,2266.7575,4997.166879701918,2,Cluster 2: Premium
12437.0,23.0,512.0,369.28173913043474,5085.821206349212,2,Cluster 2: Premium
12439.0,1.0,43.0,76.52000000000001,109.90738798387369,3,Cluster 3: Potential
12440.0,1.0,255.0,290.69,290.1505143299903,1,Cluster 1: Lost
12441.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12443.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12445.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12447.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12449.0,1.0,28.0,90.0,335.9622476166871,2,Cluster 2: Premium
12450.0,2.0,75.0,170.95,608.7173790026878,3,Cluster 3: Potential
12451.0,2.0,205.0,2201.2999999999997,3604.27490159506,2,Cluster 2: Premium
12454.0,3.0,26.0,2805.9733333333334,6562.497412828313,2,Cluster 2: Premium
12455.0,5.0,426.0,695.112,2143.4085904464955,2,Cluster 2: Premium
12456.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12457.0,3.0,202.0,355.75,1604.3343775944788,3,Cluster 3: Potential
12458.0,2.0,203.0,445.70000000000005,1125.309221031369,3,Cluster 3: Potential
12459.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12460.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12462.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12463.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12464.0,1.0,25.0,149.95,862.2552059906332,0,Cluster 0: Occasional
12466.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12467.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12468.0,3.0,366.0,906.8533333333334,1771.8327475510973,3,Cluster 3: Potential
12469.0,1.0,14.0,1113.7,536.1940283414581,3,Cluster 3: Potential
12470.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12471.0,34.0,483.0,777.4776470588234,15485.120280458137,2,Cluster 2: Premium
12472.0,14.0,458.0,817.1135714285714,6798.563160598132,2,Cluster 2: Premium
12474.0,16.0,410.0,427.563125,4668.570847591123,2,Cluster 2: Premium
12475.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12476.0,11.0,267.0,742.6954545454545,8087.241612935267,2,Cluster 2: Premium
12477.0,4.0,384.0,2403.0924999999997,6585.278463921931,2,Cluster 2: Premium
12480.0,4.0,240.0,829.6475,3255.8713198876667,2,Cluster 2: Premium
12481.0,8.0,351.0,732.8575,4458.609928832894,2,Cluster 2: Premium
12482.0,5.0,77.0,3450.728,1406.9196806034486,2,Cluster 2: Premium
12483.0,11.0,451.0,289.1872727272727,2252.362654061021,2,Cluster 2: Premium
12484.0,6.0,345.0,400.3,1672.8371477971566,2,Cluster 2: Premium
12485.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12486.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12487.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12489.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12490.0,11.0,409.0,424.1809090909091,2781.0738485430766,2,Cluster 2: Premium
12492.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12494.0,4.0,281.0,134.2125,701.6158371655988,2,Cluster 2: Premium
12495.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12496.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12497.0,1.0,244.0,3993.6400000000003,2088.1522878261076,3,Cluster 3: Potential
12499.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12500.0,10.0,407.0,250.61599999999999,1832.321124513751,2,Cluster 2: Premium
12501.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12502.0,1.0,41.0,702.8,1741.8858874703035,3,Cluster 3: Potential
12503.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12504.0,1.0,179.0,162.60000000000002,302.025059354929,0,Cluster 0: Occasional
12505.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12506.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12507.0,1.0,286.0,446.16,497.2436477404278,3,Cluster 3: Potential
12509.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12510.0,6.0,410.0,740.1033333333334,2624.084400703625,3,Cluster 3: Potential
12511.0,0.0,0.0,0.0,0.0,3,Cluster 3: Potential
12514.0,1.0,374.0,1017.68,734.2427424223621,3,Cluster 3: Potential
12515.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12516.0,1.0,169.0,647.1,535.8526605713213,3,Cluster 3: Potential
12519.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12520.0,1.0,14.0,246.54,1359.3033238179278,3,Cluster 3: Potential
12523.0,15.0,480.0,199.214,1943.7351342644681,2,Cluster 2: Premium
12524.0,10.0,388.0,741.966,4917.747626259404,2,Cluster 2: Premium
12525.0,2.0,149.0,203.64999999999998,426.3876437370712,3,Cluster 3: Potential
12527.0,3.0,235.0,123.30666666666669,636.0218912658377,3,Cluster 3: Potential
12528.0,1.0,36.0,278.13,1055.1210439700735,0,Cluster 0: Occasional
12529.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12530.0,6.0,409.0,424.16333333333336,1932.4858785967663,2,Cluster 2: Premium
12531.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12533.0,1.0,111.0,437.97,259.38435711394345,3,Cluster 3: Potential
12537.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12538.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12539.0,4.0,454.0,1253.7575,2974.430864317915,2,Cluster 2: Premium
12540.0,17.0,472.0,699.9752941176471,7017.991404035155,2,Cluster 2: Premium
12541.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12542.0,1.0,156.0,117.09,238.68058433995085,1,Cluster 1: Lost
12543.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12545.0,0.0,0.0,0.0,0.0,0,Cluster 0: Occasional
12547.0,1.0,220.0,159.4,417.6523167054468,1,Cluster 1: Lost
12549.0,4.0,122.0,254.315,406.28528032984354,3,Cluster 3: Potential
12551.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12553.0,5.0,164.0,352.05,2544.0831806369424,2,Cluster 2: Premium
12554.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12555.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12557.0,5.0,466.0,1801.432,5188.664827228554,2,Cluster 2: Premium
12559.0,1.0,9.0,75.60000000000001,651.5675669554321,1,Cluster 1: Lost
12561.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12562.0,1.0,50.0,759.1800000000001,859.0152569271379,2,Cluster 2: Premium
12563.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
12564.0,0.0,0.0,0.0,0.0,1,Cluster 1: Lost
